2020-01-20 08,8578.05
2020-01-20 09,8600.6
2020-01-20 10,8651.78
2020-01-20 11,8666.25
2020-01-20 12,8661.71
2020-01-20 13,8633.94
2020-01-20 14,8655.28
2020-01-20 15,8663.72
2020-01-20 16,8661.28
2020-01-20 17,8674.2
2020-01-20 18,8645.29
2020-01-20 19,8634.03
2020-01-20 20,8625.48
2020-01-20 21,8642.51
2020-01-20 22,8654.37
2020-01-20 23,8658.26
2020-01-21 00,8666.26
2020-01-21 01,8647.21
2020-01-21 02,8637.99
2020-01-21 03,8621.43
2020-01-21 04,8648.8
2020-01-21 05,8618.39
2020-01-21 06,8647.17
2020-01-21 07,8645.84
2020-01-21 08,8652.18
2020-01-21 09,8659.37
2020-01-21 10,8649.35
2020-01-21 11,8645.48
2020-01-21 12,8635.99
2020-01-21 13,8646.94
2020-01-21 14,8623.38
2020-01-21 15,8526.32
